CONTROL_STORE,CORR_SALES,CORR_CUST,DIST_SALES,DIST_CUST,SCORE_DIST_SALES,SCORE_DIST_CUST,FINAL_SCORE
251,0.33050916303465805,0.058373513155202277,156.84375,8.875,0.881713008436556,0.907563025210084,0.5445396774591251
253,0.12409007801203534,-0.007513317123650873,161.6875,6.875,0.8775982627809309,0.9299719887955182,0.4810367531162084
254,0.5368502839860964,0.7187458325484813,105.8875,7.625,0.9250001327337308,0.9215686274509804,0.7755412191798223
255,0.20483090591177766,-0.2421996715169183,27.412499999999998,6.125,0.9916643217040887,0.938375350140056,0.47316772655975103
256,0.02067909150861509,-0.07567504830609177,62.46249999999999,6.875,0.9618894912050631,0.9299719887955182,0.45921638080077615
257,0.7157932007667396,0.40347069322145357,668.75,61.5,0.4468507595024078,0.3179271708683473,0.4710104560897371
258,-0.6095119610815017,-0.4932200252078106,213.45,39.0,0.8336262324326907,0.5700280112044818,0.07523056433696504
259,0.15138114299234054,0.15596995459467594,720.0625,62.375,0.40326100229894823,0.3081232492997199,0.2546838372964212
260,-0.03773654021865982,-0.017881649984639474,196.7375,7.125,0.8478234322819052,0.927170868347339,0.4298440276064862
261,-0.18099764669099144,0.13290759243626674,916.875,71.125,0.2360695949497471,0.2100840336134454,0.09951589357711696
262,0.13664767733029867,-0.34976226636225694,522.575,44.625,0.5710258193653204,0.5070028011204482,0.21622850786345257
263,0.2243786209743467,0.3683547343418787,213.72500000000002,37.25,0.8333926210664359,0.5896358543417367,0.5039404576810995
264,0.3963966300884243,0.4003793213710807,45.16250000000001,5.5,0.9765857698821855,0.9453781512605042,0.6796849681505486
265,0.6315861294352705,0.5491620474073872,45.025000000000006,4.875,0.9767025755653129,0.9523809523809523,0.7774579261972308
266,-0.36582735459129373,-0.5879085467830308,96.55000000000001,8.125,0.9329323004879292,0.9159663865546218,0.22379069641705662
267,-0.4695686893074901,-0.6517265337144674,219.0125,37.5,0.8289009116152634,0.5868347338935574,0.07361010562171583
268,0.35080702827652926,0.2832872556870854,52.556250000000006,6.25,0.9703048097394702,0.9369747899159664,0.6353434709047627
269,-0.3158419312786785,-0.4927081733363359,710.7125,63.125,0.4112037887516128,0.2997198879551821,-0.02440660697705485
270,0.32493719857194675,-0.1769322106805905,704.04375,60.5,0.4168688643832925,0.3291316526610645,0.22350137623392832
271,0.3628906843411536,-0.05678785736977286,572.1624999999999,49.25,0.5289014425501868,0.4551820728291317,0.3225465855876748
272,0.11464487436092419,0.2384484562933339,150.73125,4.375,0.886905551986493,0.957983193277311,0.5494955189795155
